Percentage at School,Percentage at College,Hours Studing per day,Interested in extracurricular activites?,Participated in any competition?,Self-learning capability?,Extra-courses did,Olympiads,Reading and Writing Skills,Job or Higher Studies?,Managerial or Technical,Hard Worker or Smart Worker,Worked in teams ever?,Are you Introvert?,School Major,Favorite Subject at School,College Major,Favorite Subject at College,Skills,Hours working per day,Interested Subjects,Workshops,Certifications,Name of University,Alternate University,Suggested Job Role,Course of Study
91,70,15,0,0,1,1,0,5,Higher Studies,Technical,Hard Worker,1,1,Computer,maths,Computer Science,maths,decision making,10,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
73,87,9,1,0,3,1,1,3,Job,Technical,Smart Worker,1,1,Computer,maths,Computer Science,computer,testing,6,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
80,92,3,1,0,3,0,1,1,Higher Studies,Managerial,Smart Worker,0,1,Computer,physics,Pre-engineering,maths,development,8,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
73,62,9,1,0,1,0,0,3,Higher Studies,Technical,Hard Worker,0,0,Biology,maths,Pre-engineering,chemistry,testing,4,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
87,87,3,0,0,2,0,0,1,Job,Managerial,Smart Worker,1,0,Computer,urdu,Pre-engineering,pyhsics,adaptability,8,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
70,90,9,0,0,1,0,0,3,Job,Technical,Smart Worker,0,1,Biology,maths,Computer Science,computer,photography,11,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
88,91,6,0,0,1,1,0,2,Job,Technical,Hard Worker,1,1,Biology,maths,Pre-engineering,physics,programming,7,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
92,60,3,0,0,5,0,1,1,Higher Studies,Technical,Hard Worker,0,1,Computer,physics,Computer Science,maths,gaming,8,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
83,92,9,1,1,4,1,0,3,Higher Studies,Managerial,Hard Worker,1,1,Biology,english,Pre-engineering,computer,data analysis,10,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
72,91,3,1,0,3,1,0,1,Job,Technical,Smart Worker,1,1,Computer,english,Computer Science,maths,programming,12,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
64,90,12,0,0,4,1,0,4,Job,Managerial,Smart Worker,1,1,Computer,english,Computer Science,physics,data analysis,5,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
85,68,12,0,0,5,0,0,4,Higher Studies,Technical,Smart Worker,0,1,Biology,maths,Humanities,computer,gaming,6,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
73,70,15,0,0,3,0,1,5,Higher Studies,Managerial,Hard Worker,0,0,Computer,physics,Humanities,computer,teamwork,6,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
82,79,9,1,0,3,0,0,3,Higher Studies,Managerial,Hard Worker,0,0,Computer,physics,Pre-engineering,computer,decision making,11,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
62,85,3,0,0,2,0,0,1,Job,Managerial,Hard Worker,1,0,Biology,english,Computer Science,pakistan studies,management,5,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
94,74,3,1,0,4,1,1,1,Job,Technical,Hard Worker,0,0,Biology,maths,Computer Science,english,leadership,7,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
84,64,6,1,1,2,1,1,2,Job,Managerial,Smart Worker,0,0,Computer,maths,Pre-engineering,maths,leadership,8,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
91,74,9,0,0,5,0,1,3,Job,Technical,Hard Worker,0,1,Biology,maths,Computer Science,computer,adaptability,11,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
65,84,3,0,0,3,0,0,1,Higher Studies,Technical,Hard Worker,0,0,Biology,maths,Pre-engineering,maths,adaptability,8,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
79,91,9,0,0,2,0,0,3,Job,Technical,Smart Worker,0,0,Biology,maths,Pre-engineering,computer,active listening,10,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
79,75,15,1,1,2,1,0,5,Job,Technical,Hard Worker,1,0,Computer,physics,Pre-engineering,maths,business,7,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
77,83,9,0,0,2,0,1,3,Higher Studies,Technical,Smart Worker,0,0,Biology,maths,Pre-engineering,chemistry,gaming,4,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
77,89,3,1,0,5,1,1,1,Job,Technical,Hard Worker,0,1,Biology,maths,Pre-engineering,pyhsics,problem solving,4,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
81,89,15,1,0,4,1,1,5,Job,Technical,Hard Worker,0,1,Biology,maths,Pre-engineering,computer,critical thinking,6,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
87,73,6,1,1,2,0,0,2,Higher Studies,Technical,Hard Worker,1,0,Biology,maths,Pre-engineering,physics,critical thinking,12,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
73,74,6,0,0,4,0,0,2,Job,Technical,Hard Worker,1,0,Biology,maths,Computer Science,maths,decision making,11,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
81,63,12,1,1,4,0,1,4,Job,Managerial,Hard Worker,1,0,Biology,maths,Computer Science,maths,decision making,4,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
63,64,9,1,0,3,1,1,3,Higher Studies,Technical,Hard Worker,0,0,Biology,maths,Computer Science,maths,reading books,10,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
80,88,9,0,0,2,0,0,3,Job,Managerial,Smart Worker,0,0,Biology,urdu,Computer Science,physics,management,9,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
69,70,12,0,0,1,1,0,4,Job,Technical,Hard Worker,0,0,Biology,maths,Pre-engineering,english,graphic designing,4,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
77,70,6,1,1,4,1,1,2,Job,Technical,Hard Worker,0,0,Biology,computer,Pre-engineering,english,teamwork,8,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
86,92,6,1,0,1,1,1,2,Higher Studies,Managerial,Hard Worker,1,0,Computer,maths,Computer Science,maths,decision making,10,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
65,93,6,0,0,3,0,0,2,Higher Studies,Managerial,Smart Worker,1,0,Biology,physics,Pre-engineering,english,programming,10,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
74,94,6,1,0,3,1,1,2,Higher Studies,Technical,Smart Worker,0,1,Biology,computer,Pre-engineering,physics,testing,10,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
82,91,12,0,0,3,1,0,4,Job,Managerial,Hard Worker,1,1,Computer,maths,Computer Science,english,development,11,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
67,90,3,0,0,2,0,0,1,Higher Studies,Technical,Hard Worker,1,0,Biology,english,Pre-engineering,computer,adaptability,7,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
91,81,15,1,1,3,0,1,5,Higher Studies,Technical,Hard Worker,1,0,Computer,maths,Computer Science,english,development,8,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
94,72,3,1,0,3,1,1,1,Job,Managerial,Smart Worker,1,0,Biology,computer,Pre-engineering,maths,teamwork,4,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
61,88,9,1,0,1,1,0,3,Higher Studies,Managerial,Smart Worker,0,1,Computer,physics,Computer Science,physics,adaptability,4,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
60,91,15,1,1,3,0,1,5,Job,Managerial,Smart Worker,1,0,Computer,physics,Computer Science,physics,development,10,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
75,61,9,0,0,3,1,0,3,Higher Studies,Managerial,Hard Worker,1,1,Biology,english,Humanities,english,adaptability,5,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
84,61,9,1,1,4,0,0,3,Job,Managerial,Hard Worker,1,1,Computer,maths,Humanities,maths,programming,7,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
72,85,3,0,0,4,0,0,1,Job,Managerial,Hard Worker,1,0,Computer,maths,Pre-engineering,maths,decision making,5,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
71,67,15,1,1,4,1,0,5,Job,Technical,Smart Worker,0,1,Computer,maths,Computer Science,maths,adaptability,12,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
80,81,15,0,0,4,1,1,5,Higher Studies,Managerial,Hard Worker,1,1,Biology,maths,Computer Science,computer,decision making,12,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
83,64,3,1,1,4,1,1,1,Higher Studies,Managerial,Hard Worker,0,0,Computer,maths,Pre-engineering,maths,development,4,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
60,77,12,0,0,4,1,0,4,Higher Studies,Managerial,Hard Worker,0,1,Biology,chemistry,Computer Science,computer,adaptability,12,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
68,62,12,1,0,5,0,1,4,Higher Studies,Managerial,Hard Worker,1,1,Computer,english,Pre-engineering,maths,testing,7,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
70,81,3,1,0,4,1,1,1,Higher Studies,Technical,Smart Worker,0,1,Computer,pakistan studies,Pre-engineering,maths,teamwork,11,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
67,76,3,1,0,3,0,0,1,Job,Managerial,Hard Worker,1,0,Computer,english,Pre-engineering,maths,testing,9,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
